,date,first,second,third,fourth,fifth,sixth,seventh
606,2017-01-25,05,15,21,29,34,06,09
607,2017-01-23,04,10,13,18,35,01,02
608,2017-01-21,05,06,08,12,22,03,04
609,2017-01-18,03,04,09,25,32,02,04
610,2017-01-16,08,11,17,25,27,02,04
611,2017-01-14,04,06,23,32,33,05,06
612,2017-01-11,05,09,20,26,35,02,11
613,2017-01-09,05,08,11,28,31,06,07
614,2017-01-07,03,05,06,13,22,09,12
615,2017-01-04,07,12,14,31,34,09,11
616,2017-01-02,07,09,20,31,33,08,10
617,2016-12-31,06,16,17,21,29,04,06
618,2016-12-28,13,18,25,29,35,03,11
619,2016-12-26,08,17,22,24,30,05,11
620,2016-12-24,04,07,11,14,21,05,12
621,2016-12-21,01,10,18,24,29,07,10
622,2016-12-19,01,02,03,12,33,04,09
623,2016-12-17,05,14,15,23,25,06,08
624,2016-12-14,07,19,20,28,30,04,12
625,2016-12-12,21,22,25,29,34,01,11
626,2016-12-10,01,09,11,17,28,03,08
627,2016-12-07,04,05,13,22,31,05,10
628,2016-12-05,04,06,22,27,31,06,07
629,2016-12-03,01,06,17,23,26,06,12
630,2016-11-30,02,06,07,19,28,11,12
631,2016-11-28,12,16,23,29,34,04,11
632,2016-11-26,13,21,30,31,35,01,08
633,2016-11-23,12,13,16,29,35,05,11
634,2016-11-21,07,20,23,29,34,02,10
635,2016-11-19,05,06,07,19,23,04,11
636,2016-11-16,01,10,12,18,35,01,12
637,2016-11-14,01,03,31,32,34,02,07
638,2016-11-12,01,04,05,23,28,05,09
639,2016-11-09,04,18,19,22,35,01,02
640,2016-11-07,06,13,25,28,30,02,07
641,2016-11-05,11,23,32,33,34,01,12
642,2016-11-02,07,08,19,30,35,08,09
643,2016-10-31,17,20,22,30,33,07,08
644,2016-10-29,01,05,15,24,26,09,10
645,2016-10-26,11,13,16,19,24,06,08
646,2016-10-24,06,07,08,28,30,01,02
647,2016-10-22,04,13,24,26,29,08,11
648,2016-10-19,04,05,13,20,32,01,10
649,2016-10-17,01,03,12,14,29,02,06
650,2016-10-15,04,05,08,15,20,01,06
651,2016-10-12,03,10,20,32,34,04,07
652,2016-10-10,02,03,09,21,22,05,10
653,2016-10-08,12,15,18,24,29,03,11
654,2016-10-05,03,09,14,16,23,02,09
655,2016-10-03,04,06,08,19,34,10,12
656,2016-10-01,01,04,15,31,34,02,11
657,2016-09-28,16,17,20,32,33,03,07
658,2016-09-26,10,11,17,30,34,03,12
659,2016-09-24,07,22,23,31,32,04,05
660,2016-09-21,04,09,22,26,27,02,12
661,2016-09-19,07,20,21,23,30,07,10
662,2016-09-17,03,25,28,31,34,11,12
663,2016-09-14,10,17,22,23,25,07,09
664,2016-09-12,02,06,19,24,26,04,06
665,2016-09-10,03,21,30,33,35,01,04
666,2016-09-07,08,11,31,34,35,01,02
667,2016-09-05,01,20,22,23,30,06,07
668,2016-09-03,05,14,20,23,29,03,11
669,2016-08-31,03,05,06,34,35,03,12
670,2016-08-29,04,06,28,33,35,07,12
671,2016-08-27,08,12,19,26,30,02,12
672,2016-08-24,03,04,12,14,27,01,05
673,2016-08-22,08,09,11,20,29,04,05
674,2016-08-20,06,08,18,31,33,10,12
675,2016-08-17,01,06,08,12,21,05,10
676,2016-08-15,08,12,18,19,21,03,06
677,2016-08-13,01,14,16,17,18,05,07
678,2016-08-10,01,08,14,30,35,06,07
679,2016-08-08,02,13,31,33,34,07,11
680,2016-08-06,08,13,17,21,22,02,08
681,2016-08-03,04,06,08,28,32,07,12
682,2016-08-01,07,14,17,28,34,07,10
683,2016-07-30,04,06,17,21,30,06,11
684,2016-07-27,03,16,17,23,25,07,09
685,2016-07-25,03,05,22,25,30,07,09
686,2016-07-23,14,15,27,31,32,01,07
687,2016-07-20,08,12,15,26,35,01,08
688,2016-07-18,01,05,09,33,35,01,05
689,2016-07-16,03,08,23,28,29,02,07
690,2016-07-13,06,07,18,21,33,03,08
691,2016-07-11,15,20,29,30,33,07,12
692,2016-07-09,07,14,15,20,27,05,10
693,2016-07-06,07,18,29,31,35,05,11
694,2016-07-04,09,11,14,16,35,02,05
695,2016-07-02,03,08,10,17,31,05,06
696,2016-06-29,03,07,17,22,31,08,12
697,2016-06-27,01,05,07,11,14,03,08
698,2016-06-25,07,14,17,24,27,08,10
699,2016-06-22,16,20,24,26,31,04,09
700,2016-06-20,08,15,19,20,33,07,12
701,2016-06-18,02,09,13,19,23,05,07
702,2016-06-15,14,17,19,23,30,02,09
703,2016-06-13,05,07,22,26,34,07,12
704,2016-06-11,02,08,11,13,19,02,08
705,2016-06-08,10,28,29,31,33,05,11
706,2016-06-06,01,09,18,22,24,11,12
707,2016-06-04,01,02,10,18,35,05,11
708,2016-06-01,08,12,22,27,35,05,09
709,2016-05-30,02,10,14,15,35,01,09
710,2016-05-28,09,15,17,21,23,07,12
711,2016-05-25,02,06,22,27,34,08,11
712,2016-05-23,02,10,27,28,33,05,07
713,2016-05-21,02,15,17,23,28,05,09
714,2016-05-18,08,17,19,23,30,03,08
715,2016-05-16,10,12,14,31,35,04,05
716,2016-05-14,06,21,27,30,34,04,09
717,2016-05-11,02,05,09,21,30,06,07
718,2016-05-09,04,13,15,30,35,03,05
719,2016-05-07,08,14,19,20,33,10,11
720,2016-05-04,16,21,23,24,32,07,08
721,2016-05-02,07,17,21,29,35,04,05
722,2016-04-30,03,04,05,27,33,04,09
723,2016-04-27,04,12,17,25,27,04,10
724,2016-04-25,02,03,23,29,32,05,09
725,2016-04-23,03,19,22,32,34,08,12
726,2016-04-20,07,11,25,30,33,02,08
727,2016-04-18,01,06,10,20,31,05,11
728,2016-04-16,01,09,16,33,34,09,12
729,2016-04-13,02,06,08,19,24,01,06
730,2016-04-11,12,23,24,27,34,03,06
731,2016-04-09,20,22,29,30,35,01,06
732,2016-04-06,01,08,16,22,28,04,05
733,2016-04-04,03,07,09,15,33,05,12
734,2016-04-02,03,05,13,24,34,03,05
735,2016-03-30,07,15,26,30,31,03,06
736,2016-03-28,17,22,24,25,29,09,12
737,2016-03-26,14,18,31,32,35,09,10
738,2016-03-23,03,14,15,31,35,09,10
739,2016-03-21,05,09,14,20,33,05,12
740,2016-03-19,03,14,24,27,29,04,11
741,2016-03-16,10,19,21,29,33,04,06
742,2016-03-14,20,26,27,29,32,05,12
743,2016-03-12,13,18,20,23,31,03,06
744,2016-03-09,06,11,13,15,28,02,06
745,2016-03-07,02,06,29,30,34,01,07
746,2016-03-05,03,06,13,23,24,07,10
747,2016-03-02,01,02,11,15,18,04,08
748,2016-02-29,04,09,14,25,27,06,11
749,2016-02-27,04,18,21,30,35,02,11
750,2016-02-24,01,04,09,10,35,09,11
751,2016-02-22,01,16,22,29,30,02,09
752,2016-02-20,04,11,15,20,26,08,09
753,2016-02-17,05,10,13,27,33,08,11
754,2016-02-15,11,18,24,28,29,05,10
755,2016-02-06,03,10,22,29,32,02,05
756,2016-02-03,01,04,10,13,30,03,09
757,2016-02-01,06,08,21,24,27,02,10
758,2016-01-30,03,21,23,31,35,02,11
759,2016-01-27,05,07,11,23,28,03,12
760,2016-01-25,02,08,10,15,23,05,10
761,2016-01-23,12,13,15,16,28,02,05
762,2016-01-20,05,08,10,17,20,02,12
763,2016-01-18,05,12,31,34,35,04,05
764,2016-01-16,02,05,14,32,35,01,03
765,2016-01-13,14,16,17,22,24,02,09
766,2016-01-11,06,09,12,15,20,08,11
767,2016-01-09,10,20,23,32,35,09,10
768,2016-01-06,04,12,17,22,26,06,07
769,2016-01-04,07,12,18,25,35,07,09
770,2016-01-02,01,07,19,20,30,05,10
771,2015-12-30,01,07,22,27,33,02,11
772,2015-12-28,04,05,22,29,35,02,11
773,2015-12-26,15,16,18,30,35,01,07
774,2015-12-23,04,13,18,25,33,03,07
775,2015-12-21,04,06,10,12,28,02,08
776,2015-12-19,08,11,27,31,33,08,09
777,2015-12-16,01,02,13,18,19,08,10
778,2015-12-14,04,15,19,27,31,04,11
779,2015-12-12,06,07,20,29,32,11,12
780,2015-12-09,01,09,24,26,29,06,11
781,2015-12-07,09,20,31,33,35,10,11
782,2015-12-05,12,14,22,26,30,03,06
783,2015-12-02,02,04,15,19,31,02,03
784,2015-11-30,01,11,15,26,35,06,11
785,2015-11-28,02,03,05,25,32,05,07
786,2015-11-25,01,16,20,29,32,04,07
787,2015-11-23,14,17,21,23,26,08,11
788,2015-11-21,05,20,23,29,32,02,10
789,2015-11-18,05,16,20,25,29,06,08
790,2015-11-16,01,02,06,15,35,04,07
791,2015-11-14,03,07,08,25,30,04,08
792,2015-11-11,03,08,14,18,27,01,05
793,2015-11-09,11,17,19,20,27,02,03
794,2015-11-07,17,25,31,32,34,02,12
795,2015-11-04,01,06,23,25,29,03,09
796,2015-11-02,10,12,23,30,32,03,04
797,2015-10-31,09,11,14,19,30,03,08
798,2015-10-28,04,05,08,09,21,03,06
799,2015-10-26,02,03,15,17,28,08,10
800,2015-10-24,04,06,12,31,32,03,06
801,2015-10-21,04,15,27,29,30,02,10
802,2015-10-19,11,13,15,26,35,06,11
803,2015-10-17,02,04,17,27,28,04,06
804,2015-10-14,01,09,15,24,32,05,10
805,2015-10-12,01,08,12,16,21,06,11
806,2015-10-10,03,07,20,24,31,04,09
807,2015-10-07,06,17,20,30,33,10,11
808,2015-10-05,07,10,19,24,33,03,07
809,2015-10-03,08,12,13,14,16,03,09
810,2015-09-30,09,18,24,31,34,02,10
811,2015-09-28,01,14,21,29,33,02,10
812,2015-09-26,04,05,15,19,28,04,11
813,2015-09-23,07,08,16,24,28,03,10
814,2015-09-21,02,07,10,22,30,07,11
815,2015-09-19,01,06,11,22,31,03,12
816,2015-09-16,01,13,16,26,31,07,12
817,2015-09-14,03,23,25,28,29,06,07
818,2015-09-12,02,11,13,22,30,02,03
819,2015-09-09,08,09,15,21,27,05,09
820,2015-09-07,16,19,25,30,34,04,09
821,2015-09-05,07,09,15,25,34,04,10
822,2015-09-02,11,14,15,33,34,03,12
823,2015-08-31,06,12,17,18,32,07,12
824,2015-08-29,09,15,18,23,32,05,07
825,2015-08-26,09,12,14,22,25,05,10
826,2015-08-24,09,14,21,27,33,06,09
827,2015-08-22,04,16,17,26,27,01,04
828,2015-08-19,03,09,12,18,21,02,06
829,2015-08-17,08,14,26,34,35,05,10
830,2015-08-15,02,03,10,11,29,03,07
831,2015-08-12,16,17,25,26,27,02,04
832,2015-08-10,02,14,21,27,34,05,08
833,2015-08-08,02,07,28,29,30,03,07
834,2015-08-05,06,09,11,17,21,06,08
835,2015-08-03,05,12,18,20,27,10,12
836,2015-08-01,05,15,28,31,34,11,12
837,2015-07-29,02,05,15,17,22,01,11
838,2015-07-27,05,09,11,15,32,04,09
839,2015-07-25,02,03,04,06,16,03,12
840,2015-07-22,10,20,21,32,34,06,07
841,2015-07-20,14,16,19,25,29,10,12
842,2015-07-18,08,15,28,31,33,03,06
843,2015-07-15,03,04,10,13,17,05,09
844,2015-07-13,14,20,29,30,32,03,08
845,2015-07-11,01,09,17,23,24,04,05
846,2015-07-08,19,24,26,28,33,01,02
847,2015-07-06,01,16,17,22,28,02,09
848,2015-07-04,03,19,21,31,34,05,12
849,2015-07-01,13,14,26,27,33,10,12
850,2015-06-29,01,12,21,27,33,04,09
851,2015-06-27,09,26,27,30,34,01,06
852,2015-06-24,19,20,21,31,33,09,10
853,2015-06-22,04,06,13,16,34,04,10
854,2015-06-20,03,09,12,17,18,04,12
855,2015-06-17,02,09,11,22,25,01,07
856,2015-06-15,02,03,20,31,35,04,08
857,2015-06-13,04,10,18,24,27,04,11
858,2015-06-10,01,03,07,13,29,02,10
859,2015-06-08,04,05,07,13,35,08,11
860,2015-06-06,02,08,20,28,31,07,10
861,2015-06-03,01,04,06,34,35,02,04
862,2015-06-01,06,07,13,14,15,01,04
863,2015-05-30,06,07,08,16,22,02,10
864,2015-05-27,16,24,25,26,33,04,11
865,2015-05-25,07,09,19,23,32,01,03
866,2015-05-23,10,14,20,27,30,07,12
867,2015-05-20,01,05,07,14,26,04,06
868,2015-05-18,06,12,19,26,35,03,10
869,2015-05-16,06,11,14,20,30,05,10
870,2015-05-13,02,09,15,24,34,03,09
871,2015-05-11,08,25,28,29,32,04,07
872,2015-05-09,13,19,24,27,29,07,08
873,2015-05-06,01,02,11,16,21,01,05
874,2015-05-04,06,07,10,20,28,02,07
875,2015-05-02,08,09,11,15,22,08,10
876,2015-04-29,10,11,22,24,33,02,09
877,2015-04-27,01,02,17,23,31,05,12
878,2015-04-25,05,07,10,22,26,04,10
879,2015-04-22,08,09,22,29,30,08,12
880,2015-04-20,16,18,27,31,33,01,03
881,2015-04-18,02,20,22,25,29,02,07
882,2015-04-15,03,07,12,17,24,02,11
883,2015-04-13,01,11,21,23,28,01,10
884,2015-04-11,02,09,10,23,35,09,12
885,2015-04-08,03,06,07,16,25,01,06
886,2015-04-06,12,19,22,31,35,07,08
887,2015-04-04,10,16,21,28,31,07,08
888,2015-04-01,14,18,20,23,24,04,08
889,2015-03-30,22,24,29,30,35,01,10
890,2015-03-28,04,08,15,18,26,05,09
891,2015-03-25,03,17,22,26,28,03,07
892,2015-03-23,06,21,25,27,30,07,11
893,2015-03-21,07,21,29,32,33,04,12
894,2015-03-18,09,18,19,26,31,02,05
895,2015-03-16,07,10,19,30,35,03,05
896,2015-03-14,03,09,28,32,33,09,10
897,2015-03-11,05,21,22,25,28,03,10
898,2015-03-09,11,13,14,15,22,02,08
899,2015-03-07,07,10,20,22,27,10,11
900,2015-03-04,02,06,08,16,34,03,04
901,2015-03-02,06,09,11,12,22,03,11
902,2015-02-28,09,11,14,15,26,11,12
903,2015-02-25,22,23,24,26,31,05,06
904,2015-02-16,11,26,28,29,32,01,04
905,2015-02-14,02,08,16,22,24,01,03
906,2015-02-11,04,07,10,23,31,03,07
907,2015-02-09,07,13,16,17,29,01,07
908,2015-02-07,06,07,16,20,34,09,11
909,2015-02-04,01,05,13,17,32,04,11
910,2015-02-02,08,16,25,29,35,03,10
911,2015-01-31,11,15,25,28,35,07,10
912,2015-01-28,03,04,06,11,31,05,09
913,2015-01-26,04,13,22,25,30,01,06
914,2015-01-24,02,06,17,30,35,02,07
915,2015-01-21,17,22,26,27,33,06,10
916,2015-01-19,07,10,11,15,17,03,10
917,2015-01-17,02,07,08,14,31,04,08
918,2015-01-14,06,08,30,32,33,03,07
919,2015-01-12,11,14,15,18,19,07,08
920,2015-01-10,03,12,14,18,28,05,06
921,2015-01-07,12,19,27,28,34,01,12
922,2015-01-05,03,14,20,26,32,06,10
923,2015-01-03,08,09,19,27,30,06,07
924,2014-12-31,05,12,17,23,28,02,09
925,2014-12-29,01,08,13,24,32,05,10
926,2014-12-27,05,12,18,24,33,01,05
927,2014-12-24,03,08,26,31,32,08,12
928,2014-12-22,19,21,30,33,35,05,07
929,2014-12-20,02,13,19,26,35,01,05
930,2014-12-17,03,09,10,11,20,07,09
931,2014-12-15,05,09,14,26,34,02,09
932,2014-12-13,02,16,23,24,28,10,11
933,2014-12-10,15,19,22,24,26,10,11
934,2014-12-08,01,21,24,25,35,04,11
935,2014-12-06,01,11,14,18,25,06,10
936,2014-12-03,18,21,25,28,30,04,06
937,2014-12-01,04,17,20,26,29,05,08
938,2014-11-29,01,19,20,25,34,07,12
939,2014-11-26,03,05,07,15,34,01,10
940,2014-11-24,01,07,29,32,34,09,12
941,2014-11-22,02,11,16,22,34,02,05
942,2014-11-19,04,18,20,34,35,07,11
943,2014-11-17,20,26,28,30,35,09,12
944,2014-11-15,02,05,07,11,32,09,12
945,2014-11-12,02,08,12,14,18,04,12
946,2014-11-10,01,03,04,19,32,01,07
947,2014-11-08,03,16,19,23,27,03,07
948,2014-11-05,02,18,31,32,33,05,07
949,2014-11-03,07,22,28,30,32,05,06
950,2014-11-01,02,04,16,22,34,08,11
951,2014-10-29,02,04,06,15,19,02,11
952,2014-10-27,02,09,22,30,34,09,10
953,2014-10-25,12,15,19,23,31,04,10
954,2014-10-22,01,03,28,29,35,08,12
955,2014-10-20,01,09,12,22,25,02,09
956,2014-10-18,03,10,25,26,35,01,07
957,2014-10-15,13,16,18,22,32,08,10
958,2014-10-13,01,04,06,18,33,05,11
959,2014-10-11,04,08,09,13,18,08,12
960,2014-10-08,02,03,23,24,26,05,11
961,2014-10-06,03,14,17,18,33,06,09
962,2014-10-04,06,13,15,24,27,04,05
963,2014-10-01,01,05,26,29,30,02,10
964,2014-09-29,03,16,24,30,33,05,08
965,2014-09-27,02,13,17,19,23,01,06
966,2014-09-24,03,05,14,18,32,02,10
967,2014-09-22,11,16,18,20,29,03,04
968,2014-09-20,09,18,19,22,24,08,11
969,2014-09-17,15,18,20,21,23,01,02
970,2014-09-15,01,02,13,23,35,09,12
971,2014-09-13,05,13,14,21,34,08,10
972,2014-09-10,05,09,11,20,22,05,11
973,2014-09-08,04,10,26,29,32,04,08
974,2014-09-06,07,13,14,28,32,04,11
975,2014-09-03,14,20,23,25,26,10,12
976,2014-09-01,01,07,14,19,20,03,12
977,2014-08-30,09,10,12,17,28,03,11
978,2014-08-27,02,04,08,12,35,01,07
979,2014-08-25,15,21,22,23,33,01,07
980,2014-08-23,16,18,22,25,35,03,10
981,2014-08-20,03,15,20,21,23,07,09
982,2014-08-18,03,07,21,23,31,05,10
983,2014-08-16,06,22,30,31,34,05,06
984,2014-08-13,13,14,24,25,34,04,07
985,2014-08-11,03,08,30,32,34,09,11
986,2014-08-09,02,18,27,30,32,05,11
987,2014-08-06,10,16,18,29,32,02,07
988,2014-08-04,02,03,20,23,28,06,08
989,2014-08-02,02,08,12,29,30,07,12
990,2014-07-30,07,13,20,25,26,08,11
991,2014-07-28,04,07,31,33,35,09,10
992,2014-07-26,06,08,27,29,35,03,09
993,2014-07-23,06,12,13,25,29,11,12
994,2014-07-21,02,07,09,11,28,05,09
995,2014-07-19,18,20,24,33,35,05,10
996,2014-07-16,01,08,18,23,25,08,12
997,2014-07-14,03,05,08,10,25,09,12
998,2014-07-12,17,20,23,25,27,03,10
999,2014-07-09,09,10,20,31,32,06,10
1000,2014-07-07,10,15,16,22,28,04,05
1001,2014-07-05,09,16,26,31,32,01,05
1002,2014-07-02,05,10,19,31,32,09,10
1003,2014-06-30,05,07,29,32,35,04,10
1004,2014-06-28,06,11,22,27,30,05,11
1005,2014-06-25,04,05,07,13,35,05,06
1006,2014-06-23,17,19,22,24,30,02,09
1007,2014-06-21,04,14,15,22,23,01,07
1008,2014-06-18,01,02,07,10,32,04,12
1009,2014-06-16,16,22,27,29,31,02,09
1010,2014-06-14,05,15,24,29,35,05,06
1011,2014-06-11,03,18,23,24,31,03,07
1012,2014-06-09,08,14,16,20,31,03,11
1013,2014-06-07,07,12,19,31,33,07,12
1014,2014-06-04,08,15,33,34,35,01,08
1015,2014-06-02,11,17,21,23,34,03,04
1016,2014-05-31,04,07,17,24,25,02,04
1017,2014-05-28,04,11,17,20,29,06,10
1018,2014-05-26,12,22,29,30,34,05,11
1019,2014-05-24,07,15,17,25,29,04,11
1020,2014-05-21,09,15,22,24,26,02,07
1021,2014-05-19,08,10,20,27,33,01,09
1022,2014-05-17,12,18,28,29,35,07,08
1023,2014-05-14,04,23,26,27,35,10,11
1024,2014-05-12,02,03,20,25,34,01,12
1025,2014-05-10,02,11,17,27,30,03,04
1026,2014-05-07,14,19,21,24,30,02,07
1027,2014-05-05,01,07,11,29,30,03,11
1028,2014-05-03,10,18,27,28,35,01,06
1029,2014-04-30,03,15,17,22,31,03,05
1030,2014-04-28,01,02,05,15,35,01,11
1031,2014-04-26,06,17,18,30,34,06,12
1032,2014-04-23,03,15,18,21,26,01,06
1033,2014-04-21,06,10,12,16,30,02,11
1034,2014-04-19,22,23,25,27,35,03,11
1035,2014-04-16,01,11,23,29,30,01,12
1036,2014-04-14,16,21,25,27,35,06,11
1037,2014-04-12,05,07,11,15,18,05,12
1038,2014-04-09,12,15,21,30,33,02,08
1039,2014-04-07,02,05,11,15,20,08,11
1040,2014-04-05,07,08,12,20,32,03,05
1041,2014-04-02,03,04,08,19,34,02,04
1042,2014-03-31,01,02,12,17,29,03,08
1043,2014-03-29,09,12,14,28,29,03,10
1044,2014-03-26,03,11,14,27,32,05,07
1045,2014-03-24,01,07,08,28,29,04,08
1046,2014-03-22,02,05,06,09,31,02,09
1047,2014-03-19,06,15,27,32,33,03,04
1048,2014-03-17,03,14,18,29,35,11,12
1049,2014-03-15,03,21,22,23,35,05,09
1050,2014-03-12,03,10,20,25,30,10,12
1051,2014-03-10,09,10,24,28,29,10,12
1052,2014-03-08,05,10,12,15,26,04,08
1053,2014-03-05,19,20,27,32,34,06,08
1054,2014-03-03,07,11,15,31,32,06,11
1055,2014-03-01,04,13,15,29,33,05,09
1056,2014-02-26,03,06,10,16,25,10,11
1057,2014-02-24,06,10,17,23,24,03,09
1058,2014-02-22,01,14,17,30,35,06,07
1059,2014-02-19,07,12,22,29,32,11,12
1060,2014-02-17,08,09,12,28,34,02,12
1061,2014-02-15,05,10,11,23,34,01,10
1062,2014-02-12,04,06,13,24,34,04,09
1063,2014-02-10,04,06,18,20,30,05,07
1064,2014-02-08,01,09,11,27,29,03,11
1065,2014-01-29,10,11,13,22,28,04,12
1066,2014-01-27,09,20,21,23,29,05,07
1067,2014-01-25,04,06,14,24,35,07,12
1068,2014-01-22,05,10,20,26,27,01,03
1069,2014-01-20,10,18,25,29,33,07,08
1070,2014-01-18,11,13,20,28,35,01,05
1071,2014-01-15,08,11,14,21,32,03,11
1072,2014-01-13,01,04,07,16,35,06,08
1073,2014-01-11,15,17,18,29,33,04,08
1074,2014-01-08,07,10,19,27,28,09,12
1075,2014-01-06,07,11,13,21,33,05,06
1076,2014-01-04,01,12,21,24,29,01,07
1077,2014-01-01,05,13,20,23,29,08,11
1078,2013-12-30,04,05,16,17,30,03,09
1079,2013-12-28,09,12,14,18,19,03,09
1080,2013-12-25,02,13,21,27,30,03,04
1081,2013-12-23,06,07,14,18,22,08,11
1082,2013-12-21,06,07,08,09,13,05,07
1083,2013-12-18,02,05,09,29,32,03,07
1084,2013-12-16,03,09,22,24,25,05,09
1085,2013-12-14,06,07,15,25,31,01,09
1086,2013-12-11,02,13,15,18,20,02,11
1087,2013-12-09,03,20,21,23,35,02,08
1088,2013-12-07,03,08,14,21,31,06,08
1089,2013-12-04,06,11,25,28,29,04,12
1090,2013-12-02,05,15,18,25,31,08,10
1091,2013-11-30,01,12,17,26,28,01,06
1092,2013-11-27,05,06,18,20,31,06,07
1093,2013-11-25,03,08,13,17,24,07,09
1094,2013-11-23,04,12,32,33,34,06,08
1095,2013-11-20,05,11,15,25,28,05,11
1096,2013-11-18,04,13,19,25,26,07,12
1097,2013-11-16,02,13,19,23,32,02,09
1098,2013-11-13,02,08,10,16,17,09,12
1099,2013-11-11,23,26,28,31,34,02,10
1100,2013-11-09,12,15,29,30,31,04,12
1101,2013-11-06,08,09,15,19,30,06,09
1102,2013-11-04,11,23,29,30,33,01,04
1103,2013-11-02,11,13,27,33,35,01,02
1104,2013-10-30,03,14,16,19,32,05,10
1105,2013-10-28,09,10,15,18,30,03,06
1106,2013-10-26,04,08,14,23,28,04,08
1107,2013-10-23,05,07,18,21,32,10,11
1108,2013-10-21,02,09,10,33,34,05,12
1109,2013-10-19,15,17,20,24,35,04,12
1110,2013-10-16,03,18,19,20,24,03,12
1111,2013-10-14,06,14,15,22,26,03,11
1112,2013-10-12,01,02,16,23,35,01,11
1113,2013-10-09,04,06,11,20,31,01,05
1114,2013-10-07,05,16,23,25,33,07,12
1115,2013-10-05,13,22,23,30,33,09,11
1116,2013-10-02,05,16,29,32,34,04,11
1117,2013-09-30,06,17,21,23,33,01,09
1118,2013-09-28,19,21,23,28,30,08,12
1119,2013-09-25,02,10,20,22,29,05,12
1120,2013-09-23,07,12,13,20,27,01,03
1121,2013-09-21,07,16,18,32,33,02,07
1122,2013-09-18,13,20,26,29,32,02,06
1123,2013-09-16,05,10,13,15,18,02,11
1124,2013-09-14,07,13,14,18,25,05,12
1125,2013-09-11,06,07,12,13,27,03,12
1126,2013-09-09,07,13,27,30,34,01,12
1127,2013-09-07,02,05,11,27,29,01,11
1128,2013-09-04,05,08,13,16,31,03,09
1129,2013-09-02,06,12,15,19,26,02,11
1130,2013-08-31,04,09,13,15,32,02,09
1131,2013-08-28,09,12,24,26,30,05,09
1132,2013-08-26,04,11,28,30,33,05,12
1133,2013-08-24,02,06,16,29,34,10,11
1134,2013-08-21,07,08,13,17,32,03,08
1135,2013-08-19,17,19,20,22,26,06,08
1136,2013-08-17,03,17,28,30,33,01,10
1137,2013-08-14,03,28,33,34,35,06,09
1138,2013-08-12,01,05,17,18,26,05,07
1139,2013-08-10,07,10,21,27,33,03,09
1140,2013-08-07,04,09,28,34,35,02,08
1141,2013-08-05,02,26,30,31,33,11,12
1142,2013-08-03,06,07,23,24,29,04,11
1143,2013-07-31,03,05,08,33,35,01,03
1144,2013-07-29,09,12,22,32,34,02,04
1145,2013-07-27,09,16,26,29,31,06,09
1146,2013-07-24,08,19,23,27,32,03,05
1147,2013-07-22,08,22,26,29,35,01,05
1148,2013-07-20,26,29,30,32,35,04,10
1149,2013-07-17,03,09,25,26,33,03,12
1150,2013-07-15,07,09,15,17,23,02,07
1151,2013-07-13,06,21,23,27,31,04,06
1152,2013-07-10,09,10,17,21,34,01,07
1153,2013-07-08,02,07,23,31,33,02,08
1154,2013-07-06,24,26,30,32,35,06,12
1155,2013-07-03,13,15,16,26,27,09,10
1156,2013-07-01,01,11,13,19,35,07,08
1157,2013-06-29,06,14,20,24,32,01,07
1158,2013-06-26,03,05,23,27,31,02,06
1159,2013-06-24,12,27,28,33,35,03,05
1160,2013-06-22,13,19,26,27,28,03,11
1161,2013-06-19,09,12,18,21,29,01,08
1162,2013-06-17,06,12,13,16,30,07,12
1163,2013-06-15,10,17,27,34,35,05,07
1164,2013-06-12,02,03,05,08,29,10,12
1165,2013-06-10,06,07,13,33,34,02,11
1166,2013-06-08,09,28,31,34,35,02,09
1167,2013-06-05,21,24,26,28,32,01,03
1168,2013-06-03,03,05,11,27,28,05,06
1169,2013-06-01,01,05,08,09,12,09,12
1170,2013-05-29,01,14,18,21,32,05,10
1171,2013-05-27,15,25,26,32,35,05,10
1172,2013-05-25,03,08,11,24,27,07,12
1173,2013-05-22,20,21,27,31,35,07,11
1174,2013-05-20,07,15,27,33,35,07,10
1175,2013-05-18,11,22,30,32,35,03,04
1176,2013-05-15,04,05,22,23,24,03,09
1177,2013-05-13,05,08,21,30,32,01,08
1178,2013-05-11,13,31,33,34,35,05,07
1179,2013-05-08,01,02,10,29,31,01,10
1180,2013-05-06,05,08,15,18,33,07,08
1181,2013-05-04,14,22,30,32,33,07,08
1182,2013-05-01,18,22,25,31,32,04,06
1183,2013-04-29,10,11,23,32,33,01,04
1184,2013-04-27,12,20,28,30,35,03,11
1185,2013-04-24,15,16,19,25,32,05,11
1186,2013-04-22,08,11,12,21,25,02,07
1187,2013-04-20,07,11,13,18,28,05,10
1188,2013-04-17,07,13,25,34,35,07,09
1189,2013-04-15,02,06,22,23,33,01,06
1190,2013-04-13,03,13,14,15,34,05,08
1191,2013-04-10,16,17,22,26,35,03,10
1192,2013-04-08,06,23,30,33,35,07,10
1193,2013-04-06,01,19,24,25,26,07,09
1194,2013-04-03,02,26,31,32,34,06,08
1195,2013-04-01,08,12,32,33,35,03,05
1196,2013-03-30,05,14,28,32,34,07,08
1197,2013-03-27,01,03,11,19,29,04,08
1198,2013-03-25,12,18,22,28,31,01,11
1199,2013-03-23,12,27,28,33,35,01,08
1200,2013-03-20,12,17,18,26,32,10,11
1201,2013-03-18,03,05,09,10,28,05,07
1202,2013-03-16,05,07,17,25,26,04,10
1203,2013-03-13,13,19,28,30,34,08,12
